level,levelNameEnglish,levelNameArabic,day,dayTheme,situation1,situation2,situation3,situation4,situation5,dayPromise,dayMediaLogic
9,Work & Practical Business,العمل والخدمات العملية,3,طلب الثمن والمدة,فتح الموقف — طلب الثمن والمدة,طلب أساسي — طلب الثمن والمدة,توضيح أو سؤال — طلب الثمن والمدة,رد على جواب مغربي — طلب الثمن والمدة,إغلاق الموقف — طلب الثمن والمدة,في نهاية اليوم يستطيع المتعلم التعامل مع طلب الثمن والمدة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
9,Work & Practical Business,العمل والخدمات العملية,4,تأكيد الموعد,فتح الموقف — تأكيد الموعد,طلب أساسي — تأكيد الموعد,توضيح أو سؤال — تأكيد الموعد,رد على جواب مغربي — تأكيد الموعد,إغلاق الموقف — تأكيد الموعد,في نهاية اليوم يستطيع المتعلم التعامل مع تأكيد الموعد عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
9,Work & Practical Business,العمل والخدمات العملية,5,تأجيل أو تغيير الموعد,فتح الموقف — تأجيل أو تغيير الموعد,طلب أساسي — تأجيل أو تغيير الموعد,توضيح أو سؤال — تأجيل أو تغيير الموعد,رد على جواب مغربي — تأجيل أو تغيير الموعد,إغلاق الموقف — تأجيل أو تغيير الموعد,في نهاية اليوم يستطيع المتعلم التعامل مع تأجيل أو تغيير الموعد عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
9,Work & Practical Business,العمل والخدمات العملية,6,الاتفاق على التفاصيل,فتح الموقف — الاتفاق على التفاصيل,طلب أساسي — الاتفاق على التفاصيل,توضيح أو سؤال — الاتفاق على التفاصيل,رد على جواب مغربي — الاتفاق على التفاصيل,إغلاق الموقف — الاتفاق على التفاصيل,في نهاية اليوم يستطيع المتعلم التعامل مع الاتفاق على التفاصيل عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
9,Work & Practical Business,العمل والخدمات العملية,7,مراجعة أسبوع 1: الخدمة الأساسية,فتح الموقف — مراجعة أسبوع 1: الخدمة الأساسية,طلب أساسي — مراجعة أسبوع 1: الخدمة الأساسية,توضيح أو سؤال — مراجعة أسبوع 1: الخدمة الأساسية,رد على جواب مغربي — مراجعة أسبوع 1: الخدمة الأساسية,إغلاق الموقف — مراجعة أسبوع 1: الخدمة الأساسية,في نهاية اليوم يستطيع المتعلم التعامل مع مراجعة أسبوع 1: الخدمة الأساسية عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
9,Work & Practical Business,العمل والخدمات العملية,8,التعامل مع حرفي,فتح الموقف — التعامل مع حرفي,طلب أساسي — التعامل مع حرفي,توضيح أو سؤال — التعامل مع حرفي,رد على جواب مغربي — التعامل مع حرفي,إغلاق الموقف — التعامل مع حرفي,في نهاية اليوم يستطيع المتعلم التعامل مع التعامل مع حرفي عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
9,Work & Practical Business,العمل والخدمات العملية,9,التعامل مع وكالة أو مكتب,فتح الموقف — التعامل مع وكالة أو مكتب,طلب أساسي — التعامل مع وكالة أو مكتب,توضيح أو سؤال — التعامل مع وكالة أو مكتب,رد على جواب مغربي — التعامل مع وكالة أو مكتب,إغلاق الموقف — التعامل مع وكالة أو مكتب,في نهاية اليوم يستطيع المتعلم التعامل مع التعامل مع وكالة أو مكتب عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
9,Work & Practical Business,العمل والخدمات العملية,10,طلب فاتورة أو وصل,فتح الموقف — طلب فاتورة أو وصل,طلب أساسي — طلب فاتورة أو وصل,توضيح أو سؤال — طلب فاتورة أو وصل,رد على جواب مغربي — طلب فاتورة أو وصل,إغلاق الموقف — طلب فاتورة أو وصل,في نهاية اليوم يستطيع المتعلم التعامل مع طلب فاتورة أو وصل عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
9,Work & Practical Business,العمل والخدمات العملية,11,شرح جودة مطلوبة,فتح الموقف — شرح جودة مطلوبة,طلب أساسي — شرح جودة مطلوبة,توضيح أو سؤال — شرح جودة مطلوبة,رد على جواب مغربي — شرح جودة مطلوبة,إغلاق الموقف — شرح جودة مطلوبة,في نهاية اليوم يستطيع المتعلم التعامل مع شرح جودة مطلوبة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
9,Work & Practical Business,العمل والخدمات العملية,12,الشكوى من تأخر,فتح الموقف — الشكوى من تأخر,طلب أساسي — الشكوى من تأخر,توضيح أو سؤال — الشكوى من تأخر,رد على جواب مغربي — الشكوى من تأخر,إغلاق الموقف — الشكوى من تأخر,في نهاية اليوم يستطيع المتعلم التعامل مع الشكوى من تأخر عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
9,Work & Practical Business,العمل والخدمات العملية,13,الشكوى من نتيجة غير مناسبة,فتح الموقف — الشكوى من نتيجة غير مناسبة,طلب أساسي — الشكوى من نتيجة غير مناسبة,توضيح أو سؤال — الشكوى من نتيجة غير مناسبة,رد على جواب مغربي — الشكوى من نتيجة غير مناسبة,إغلاق الموقف — الشكوى من نتيجة غير مناسبة,في نهاية اليوم يستطيع المتعلم التعامل مع الشكوى من نتيجة غير مناسبة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
9,Work & Practical Business,العمل والخدمات العملية,14,التفاوض على ثمن خدمة,فتح الموقف — التفاوض على ثمن خدمة,طلب أساسي — التفاوض على ثمن خدمة,توضيح أو سؤال — التفاوض على ثمن خدمة,رد على جواب مغربي — التفاوض على ثمن خدمة,إغلاق الموقف — التفاوض على ثمن خدمة,في نهاية اليوم يستطيع المتعلم التعامل مع التفاوض على ثمن خدمة عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
9,Work & Practical Business,العمل والخدمات العملية,15,تسليم واستلام,فتح الموقف — تسليم واستلام,طلب أساسي — تسليم واستلام,توضيح أو سؤال — تسليم واستلام,رد على جواب مغربي — تسليم واستلام,إغلاق الموقف — تسليم واستلام,في نهاية اليوم يستطيع المتعلم التعامل مع تسليم واستلام عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
9,Work & Practical Business,العمل والخدمات العملية,16,حجز تجربة سياحية أو مرشد,فتح الموقف — حجز تجربة سياحية أو مرشد,طلب أساسي — حجز تجربة سياحية أو مرشد,توضيح أو سؤال — حجز تجربة سياحية أو مرشد,رد على جواب مغربي — حجز تجربة سياحية أو مرشد,إغلاق الموقف — حجز تجربة سياحية أو مرشد,في نهاية اليوم يستطيع المتعلم التعامل مع حجز تجربة سياحية أو مرشد عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
9,Work & Practical Business,العمل والخدمات العملية,17,التعامل مع سائق خاص,فتح الموقف — التعامل مع سائق خاص,طلب أساسي — التعامل مع سائق خاص,توضيح أو سؤال — التعامل مع سائق خاص,رد على جواب مغربي — التعامل مع سائق خاص,إغلاق الموقف — التعامل مع سائق خاص,في نهاية اليوم يستطيع المتعلم التعامل مع التعامل مع سائق خاص عبر 5 مشاهد قصيرة.,كل مشهد يجب أن ينتج منه صوت مغربي، صورة ذهنية، وفيديو قصير لاحقًا.
